1.305328, 103.781833
1.307192, 103.782805
1.389256, 103.987189
1.291616, 103.806442
1.315774, 103.905554
1.315165, 103.898544
1.345941, 103.944978
1.338428, 103.746951
1.327729, 103.792236
1.308097, 103.880915
1.292, 103.84554
1.318879, 103.839213
1.303448, 103.883712
1.398276, 103.9065679
1.31755, 103.806668
1.346543, 103.746739
1.386015, 103.877985
1.308526, 103.792384
1.376565, 103.74224
1.317179, 103.806296
1.30138, 103.906661
1.282054, 103.8250769
1.3883859, 103.987522
1.402976, 103.817183
1.282767, 103.845857
1.339151, 103.690374
1.365833, 103.88325
1.354565, 103.874802
1.344248, 103.861268
1.30031, 103.883614
1.317131, 103.914492
1.335201, 103.694794
1.280739, 103.8422889
1.379355, 103.727733
1.335876, 103.79693
1.302139, 103.797267
1.352973, 103.938309
1.339288, 103.722309
1.318946, 103.8116469
1.360372, 103.763487
1.360554, 103.763216
1.302533, 103.854911
1.293309, 103.860354
1.309799, 103.851101
1.370292, 103.839264
1.369779, 103.847
1.299729, 103.857084
1.317376, 103.7741269
1.293043, 103.8132849
1.339167, 103.766703
1.31995, 103.949832
1.312213, 103.940144
1.335753, 103.835208
1.344807, 103.872717
1.319339, 103.831585
1.336888, 103.885332
1.392082, 103.873227
1.398556, 103.916191
1.317213, 103.901376
1.349274, 103.881362
1.350286, 103.8839
1.323675, 103.880408
1.276362, 103.864931
1.35251, 103.952944
1.372596, 103.832363
1.375887, 103.764493
1.311343, 103.897426
1.436109, 103.794971
1.281851, 103.802263
1.369435, 103.846052
1.279398, 103.817786
1.316655, 103.892696
1.318061, 103.773103
1.38921, 103.8354899
1.388881, 103.872916
1.315814, 103.755736
1.297621, 103.798852
1.308445, 103.786484
1.325463, 103.689769
1.449679, 103.825201
1.28897, 103.816261
1.285579, 103.776468
1.350467, 103.850519
1.3279049, 103.821245
1.32128, 103.949074
1.293232, 103.825069
1.321749, 103.93671
1.2778179, 103.844474
1.281795, 103.806834
1.332101, 103.908679
1.3229089, 103.91674
1.313655, 103.895285
1.38007, 103.764948
1.328571, 103.80885
1.31575, 103.8984
1.342802, 103.846338
1.365803, 103.865874
1.347129, 103.868715
1.286606, 103.832807
1.339288, 103.722309
1.297708, 103.856581
1.312358, 103.787522
1.377785, 103.747126
1.335497, 103.885304
1.303492, 103.8643589
1.384937, 103.759229
1.278638, 103.862205
1.350139, 103.849757
1.373749, 103.938485
1.336124, 103.963437
1.349936, 103.87582
1.292048, 103.828428
1.35212, 103.938665
1.352765, 103.84574
1.312796, 103.859714
1.303478, 103.860221
1.311274, 103.792553
1.32339, 103.910317
1.317465, 103.898082
1.328017, 103.866224
1.299729, 103.857084
1.326321, 103.864241
1.291293, 103.83949
